team_code,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source,source_page
BIH,23,FW,TABAKOVIC Haris,Haris,TABAKOVIC,,,20/06/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,6
BIH,24,DF,CELIK Nidal,Nidal,CELIK,,,17/07/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,6
BIH,25,FW,LUKIC Jovo,Jovo,LUKIC,,,28/11/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,6
BIH,26,MF,MAHMIC Ermin,Ermin,MAHMIĆ,,,14/03/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,6
BRA,1,GK,ALISSON,Álisson Ramsés,BECKER,,,02/10/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,2,DF,WESLEY,Wesley,VINÍCIUS FRANÇA LIMA,,,06/09/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,3,DF,GABRIEL MAGALHAES,Gabriel,DOS SANTOS MAGALHÃES,,,19/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,4,DF,MARQUINHOS,Marcos,AOAS CORREA,,,14/05/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,5,MF,CASEMIRO,Carlos Henrique,CASIMIRO,,,23/02/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,6,DF,ALEX SANDRO,Alex Sandro,LOBO SILVA,,,26/01/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,7,FW,VINICIUS JUNIOR,Vinicius José,PAIXÃO DE OLIVEIRA JÚNIOR,,,12/07/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,8,MF,BRUNO GUIMARAES,Bruno,GUIMARÃES RODRIGUEZ MOURA,,,16/11/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,9,FW,MATHEUS CUNHA,Matheus,SANTOS CARNEIRO DA CUNHA,,,27/05/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,10,FW,NEYMAR JR,Neymar,DA SILVA SANTOS JÚNIOR,,,05/02/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,11,FW,RAPHINHA,Raphael,DIAS BELLOLI,,,14/12/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,12,GK,WEVERTON,Weverton,PEREIRA DA SILVA,,,13/12/1987,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,13,DF,DANILO,Danilo Luiz,DA SILVA,,,15/07/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,14,DF,BREMER,Gleison Bremer,SILVA NASCIMENTO,,,18/03/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,15,DF,LEO PEREIRA,Leonardo,PEREIRA,,,31/01/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,16,DF,DOUGLAS SANTOS,Douglas,DOS SANTOS JUSTINO DE MELO,,,22/03/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,17,MF,FABINHO,Fabio Henrique,TAVARES,,,23/10/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,18,MF,DANILO SANTOS,Danilo,DOS SANTOS DE OLIVEIRA,,,29/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,19,FW,ENDRICK,Endrick Felipe,MOREIRA DE SOUSA PESSOA,,,21/07/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,20,MF,LUCAS PAQUETA,Lucas,TOLENTINO COELHO DE LIMA,,,27/08/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,21,FW,LUIZ HENRIQUE,Luiz Henrique André,ROSA DA SILVA,,,02/01/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,22,FW,GABRIEL MARTINELLI,Gabriel,TEODORO MARTINELLI SILVA,,,18/06/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,23,GK,EDERSON,Ederson,SANTANA DE MORAES,,,17/08/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,24,DF,ROGER IBANEZ,Roger,IBAÑEZ DA SILVA,,,23/11/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,25,FW,IGOR THIAGO,Igor Thiago,NASCIMENTO RODRIGUES,,,26/06/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
BRA,26,FW,RAYAN,Rayan Vitor,SIMPLICIO ROCHA,,,03/08/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,7
CPV,1,GK,VOZINHA,Josimar José,ÉVORA DIAS,,,03/06/1986,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,2,DF,STOPIRA,Ianique,DOS SANTOS TAVARES,,,20/05/1988,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,3,DF,DINEY BORGES,Edilson Alberto,MONTEIRO SANCHES BORGES,,,17/01/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,4,DF,PICO LOPES,Roberto Carlos,LOPES,,,17/06/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,5,DF,LOGAN COSTA,Logan Evans,COSTA,,,01/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,6,MF,KEVIN PINA,Kevin Lenini,GONÇALVES PEREIRA DE PINA,,,27/01/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,7,MF,JOVANE CABRAL,Jovane Eduardo,BORGES CABRAL,,,14/06/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,8,MF,JOAO PAULO,João Paulo,MOREIRA FERNANDES,,,26/05/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,9,FW,GILSON BENCHIMOL,Gilson,BENCHIMOL TAVARES,,,29/12/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,10,MF,JAMIRO MONTEIRO,Jamiro Gregory,MONTEIRO ALVARENGA,,,23/11/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,11,MF,GARRY RODRIGUES,Garry,MENDES RODRIGUES,,,27/11/1990,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,12,GK,MARCIO ROSA,Márcio Salomão,BRAZÃO DA ROSA,,,23/02/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,13,DF,SIDNY LOPES CABRAL,Sidny,LOPES CABRAL,,,18/09/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,14,MF,DEROY DUARTE,Deroy,D'ENCARNAÇÃO DUARTE,,,04/07/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,15,MF,LAROS DUARTE,Laros Michael,D'ENCARNAÇÃO DUARTE,,,28/02/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,16,MF,YANNICK SEMEDO,Jair,SEMEDO MONTEIRO,,,29/12/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,17,MF,WILLY SEMEDO,Willy Johnson,SEMEDO AFONSO,,,27/04/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,18,MF,TELMO ARCANJO,Telmo Emanuel,GOMES ARCANJO,,,21/06/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,19,FW,DAILON LIVRAMENTO,Dailon,ROCHA LIVRAMENTO,,,04/05/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,20,FW,RYAN MENDES,Ryan Isaac,DA GRACA MENDES,,,08/01/1990,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,21,MF,NUNO DA COSTA,Nuno Miguel,DA COSTA JOIA,,,10/02/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,22,DF,STEVEN MOREIRA,Steven,MOREIRA,,,13/08/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,23,GK,CJ DOS SANTOS,Carlos Joaquim,ANTUNES DOS SANTOS,,,24/08/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,24,DF,WAGNER PINA,Wagner Fabricio,CARDOSO DE PINA,,,03/11/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,25,DF,KELVIN PIRES,Kelvin,SPENCER PIRES,,,05/06/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CPV,26,MF,HELIO VARELA,Hélio Sandro,OLIVEIRA ALVES VARELA,,,03/05/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,8
CAN,1,GK,ST. CLAIR Dayne,Dayne Tristan,ST. CLAIR,,,09/05/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,2,DF,JOHNSTON Alistair,Alistair William,JOHNSTON,,,08/10/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,3,DF,JONES Ale,Ale Charles,JONES,,,07/10/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,4,DF,DE FOUGEROLLES Luc,Luc,ROLLET DE FOUGEROLLES,,,12/10/2005,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,5,DF,WATERMAN Joel,Joel Robert,WATERMAN,,,24/01/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,6,MF,CHOINIERE Mathieu,Mathieu,CHOINIÈRE,,,07/02/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,7,MF,EUSTAQUIO Stephen,Stephen,ANTUNES EUSTÁQUIO,,,21/12/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,8,MF,KONE Ismael,Ismael Kenneth Jordan,KONÉ,,,16/06/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,9,FW,LARIN Cyle,Cyle Christopher,LARIN,,,17/04/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,10,FW,DAVID Jonathan,Jonathan Christian,DAVID,,,14/01/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,11,MF,MILLAR Liam,Liam Alan,MILLAR,,,27/09/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,12,FW,OLUWASEYI Tani,Tanitoluwa Oluwatimilehin,OLUWASEYI,,,15/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,13,DF,CORNELIUS Derek,Derek Austin,CORNELIUS,,,25/11/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,14,MF,SHAFFELBURG Jacob,Jacob Everett,SHAFFELBURG,,,26/11/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,15,DF,BOMBITO Moise,Moïse Bombito,LUMPUNGU,,,30/03/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,16,GK,CREPEAU Maxime,Maxime,CRÉPEAU,,,11/05/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,17,FW,BUCHANAN Tajon,Tajon Trevor,BUCHANAN,,,08/02/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,18,GK,GOODMAN Owen,Owen Olamidayo,GOODMAN,,,27/11/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,19,DF,DAVIES Alphonso,Alphonso Boyle,DAVIES,,,02/11/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,20,FW,AHMED Ali,Ali,AHMED,,,10/10/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,21,MF,OSORIO Jonathan,Jonathan,OSORIO,,,12/06/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,22,DF,LARYEA Richie,Richmond Mamah,LARYEA,,,07/01/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,23,DF,SIGUR Niko,Niko Kristian,SIGUR,,,09/09/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,24,FW,DAVID Promise,Promise Oluwatobi Emmanuel,DAVID,,,03/07/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,25,MF,SALIBA Nathan,Nathan-Dylan,SALIBA,,,07/02/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
CAN,26,MF,FLORES Marcelo,Marcelo,FLORES,,,01/10/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,9
COL,1,GK,OSPINA David,David,OSPINA RAMIREZ,,,31/08/1988,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,2,DF,MUNOZ Daniel,Daniel,MUÑOZ MEJIA,,,26/05/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,3,DF,LUCUMI Jhon,Jhon Janer,LUCUMI BONILLA,,,26/06/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,4,DF,ARIAS Santiago,Santiago,ARIAS NARANJO,,,13/01/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,5,MF,CASTANO Kevin,Kevin Duvan,CASTAÑO GIL,,,29/09/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,6,MF,RIOS Richard,Richard,RÍOS MONTOYA,,,02/06/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,7,FW,DIAZ Luis,Luis Fernando,DÍAZ MARULANDA,,,13/01/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,8,MF,CARRASCAL Jorge,Jorge Andres,CARRASCAL GUARDO,,,25/05/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,9,FW,CORDOBA Jhon,Jhon Andrés,CÓRDOBA COPETE,,,11/05/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,10,MF,RODRIGUEZ James,James David,RODRÍGUEZ RUBIO,,,12/07/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,11,MF,ARIAS Jhon,Jhon Adolfo,ARIAS ANDRADE,,,21/09/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,12,GK,VARGAS Camilo,Camilo Andres,VARGAS GIL,,,09/03/1989,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,13,DF,MINA Yerry,Yerry Fernando,MINA GONZALEZ,,,23/09/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,14,DF,PUERTA Gustavo,Gustavo Adolfo,PUERTA MOLANO,,,23/07/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,15,MF,PORTILLA Juan,Juan Camilo,PORTILLA OROZCO,,,12/09/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,16,MF,LERMA Jefferson,Jefferson Andrés,LERMA SOLIS,,,25/10/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,17,DF,MOJICA Johan,Johan Andrés,MOJICA PALACIO,,,21/08/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,18,DF,DITTA Willer,Willer Emilio,DITTA PEREZ,,,23/01/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,19,FW,HERNANDEZ Cucho,Juan Camilo,HERNANDEZ SUAREZ,,,20/04/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,20,MF,QUINTERO Juan,Juan Fernando,QUINTERO PANIAGUA,,,18/01/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,21,FW,CAMPAZ Jaminton,Jaminton Leandro,CAMPAZ,,,24/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,22,DF,MACHADO Deiver,Deiver,MACHADO MENA,,,02/09/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,23,DF,SANCHEZ Davinson,Davinson,SÁNCHEZ MINA,,,12/06/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,24,GK,MONTERO Alvaro,Álvaro David,MONTERO PERALES,,,29/03/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,25,FW,SUAREZ Luis,Luis Javier,SUÁREZ CHARRIS,,,02/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COL,26,FW,GOMEZ Andres,Carlos Andrés,GÓMEZ HINESTROZA,,,12/09/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10
COD,1,GK,MPASI Lionel,Lionel Nzau,,MPASI,01/08/1994,Le Havre AC (FRA),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,2,DF,WAN-BISSAKA Aaron,Wan,,BISSAKA,26/11/1997,West Ham United FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,3,DF,KAPUADI Steve,Steve Nkanu,,KAPUADI,30/04/1998,Widzew Łódź (POL),196,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,4,DF,TUANZEBE Axel,Axel,,TUANZEBE,14/11/1997,Burnley FC (ENG),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,5,DF,BATUBINSIKA Dylan,Dylan Buduka,,BATUBINSIKA,15/02/1996,AEL FC (GRE),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,6,MF,MUKAU Ngalayel,Ngal’ayel,,MUKAU,03/11/2004,Lille OSC (FRA),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,7,MF,MBUKU Nathanael,Nathanaël,,MBUKU,16/03/2002,Montpellier HSC (FRA),170,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,8,MF,MOUTOUSSAMY Samuel,Samuel Alain,,MOUTOUSSAMY,12/08/1996,Atromitos FC (GRE),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,9,FW,CIPENGA Brian,Kibambe Brian,,CIPENGA,11/03/1998,CD Castellón (ESP),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,10,MF,BONGONDA Theo,Theo Mbulofeko Batombo,,BONGONDA,20/11/1995,FC Spartak Moscow (RUS),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,11,FW,KAKUTA Gael,Mambenga Gaël Roméo,,KAKUTA,21/06/1991,AEL FC (GRE),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,12,DF,KAYEMBE Joris,Joris,,KAYEMBE-DITU,08/08/1994,KRC Genk (BEL),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,13,FW,ELIA Meschack,Meschack Lina,,ELIA,06/08/1997,Alanyaspor (TUR),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,14,MF,SADIKI Noah,Noah Junior,,SADIKI,17/12/2004,Sunderland AFC (ENG),165,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,15,MF,TSHIBOLA Aaron,Tshibola,,AARON,02/01/1995,Kilmarnock FC (SCO),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,16,GK,FAYULU Timothy,Timothy Bruce Munzoko,,FAYULU,24/07/1999,FC Noah (ARM),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,17,FW,BAKAMBU Cedric,Cedric,,BAKAMBU,11/04/1991,Real Betis (ESP),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,18,MF,PICKEL Charles,Charles Monginda,,PICKEL,15/05/1997,RCD Espanyol (ESP),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,19,FW,MAYELE Fiston,Mayele Fiston,,KALALA,24/06/1994,Pyramids FC (EGY),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,20,FW,WISSA Yoane,Yoane,,WISSA,03/09/1996,Newcastle United FC (ENG),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,21,GK,EPOLO Matthieu,Matthieu Luka,,EPOLO,15/01/2005,Standard Liège (BEL),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,22,DF,MBEMBA Chancel,Mangulu Chancel,,MBEMBA,08/08/1994,Lille OSC (FRA),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,23,FW,BANZA Simon,Simon Bokote,,BANZA,13/08/1996,Al Jazira (UAE),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,24,DF,KALULU Gedeon,Gédéon Tchingoma Kyatengwa,,KALULU,29/08/1997,Aris Limassol FC (CYP),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,25,MF,KAYEMBE Edo,Edo Kayembe,,KAYEMBE,03/06/1998,Watford FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
COD,26,DF,MASUAKU Arthur,Arthur Fuka,,MASUAKU KAWELA,07/11/1993,RC Lens (FRA),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11
CIV,1,GK,FOFANA Yahia,Yahia,,FOFANA,,21/08/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,2,DF,DIOMANDE Ousmane,Ousmane,,DIOMANDE,,04/12/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,3,DF,KONAN Ghislain,N'clomande Ghislain,,KONAN,,27/12/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,4,MF,SERI Jean Michael,Jean Michael,,SERI,,19/07/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,5,DF,SINGO Wilfried,Wilfried Stephane,,SINGO,,25/12/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,6,MF,FOFANA Seko,Seko Mohamed,,FOFANA,,07/05/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,7,DF,KOSSOUNOU Odilon,Kouakou Odilon Dorgeless,,KOSSOUNOU,,04/01/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,8,MF,KESSIE Franck,Franck Yannick,,KESSIE,,19/12/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,9,FW,BONNY Ange-Yoan,Ange-Yoan Laurent,,BONNY,,25/10/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,10,FW,ADINGRA Simon,Simon,,ADINGRA,,01/01/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,11,FW,DIOMANDE Yan,Yan,,DIOMANDE,,14/11/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,12,FW,WAHI Elye,Sepe Elye Delmas,,WAHI,,02/01/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,13,DF,OPERI Christopher,Christopher Tea Domoraud,,OPERI,,29/04/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,14,FW,DIAKITE Oumar,Oumar,,DIAKITE,,20/12/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,15,FW,DIALLO Amad,Amad,,DIALLO,,11/07/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,16,GK,KONE Mohamed,Mohamed,,KONE,,07/03/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,17,DF,DOUE Guela,Guela Maho-Lewis,,DOUE,,17/10/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,18,MF,SANGARE Ibrahim,Ibrahim,,SANGARE,,02/12/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,19,FW,PEPE Nicolas,Nicolas,,PEPE,,29/05/1995,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,20,DF,AGBADOU Emmanuel,Badobre Emmanuel Elysee Djedje,,AGBADOU,,17/06/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,21,DF,NDICKA Evan,Obite Evan,,NDICKA,,20/08/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,22,FW,GUESSAND Evann,Evann Ludovic Vidjannagni,,GUESSAND,,01/07/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,23,GK,LAFONT Alban,Alban-Marc,,LAFONT,,23/01/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
