team_code,team_name_from_pdf,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source_url,source_page,extraction_method
COL,Colombia,20,MF,QUINTERO Juan,Juan Fernando,QUINTERO PANIAGUA,QUINTERO,18/01/1993,CA River Plate (ARG),167,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,21,FW,CAMPAZ Jaminton,Jaminton Leandro,CAMPAZ,CAMPAZ,24/05/2000,CA Rosario Central (ARG),166,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,22,DF,MACHADO Deiver,Deiver,MACHADO MENA,MACHADO,02/09/1993,FC Nantes (FRA),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,23,DF,SANCHEZ Davinson,Davinson,SÁNCHEZ MINA,SANCHEZ,12/06/1996,Galatasaray SK (TUR),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,24,GK,MONTERO Alvaro,Álvaro David,MONTERO PERALES,MONTERO,29/03/1995,CA Vélez Sarseld (ARG),201,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,25,FW,SUAREZ Luis,Luis Javier,SUÁREZ CHARRIS,SUAREZ,02/12/1997,Sporting CP (POR),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COL,Colombia,26,FW,GOMEZ Andres,Carlos Andrés,GÓMEZ HINESTROZA,A. GOMEZ,12/09/2002,CR Vasco Da Gama (BRA),170,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,10,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,1,GK,MPASI Lionel,Lionel Nzau,MPASI,MPASI,01/08/1994,Le Havre AC (FRA),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,2,DF,WAN-BISSAKA Aaron,Wan,BISSAKA,WAN BISSAKA,26/11/1997,West Ham United FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,3,DF,KAPUADI Steve,Steve Nkanu,KAPUADI,KAPUADI,30/04/1998,Widzew Łódź (POL),196,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,4,DF,TUANZEBE Axel,Axel,TUANZEBE,TUANZEBE,14/11/1997,Burnley FC (ENG),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,5,DF,BATUBINSIKA Dylan,Dylan Buduka,BATUBINSIKA,BATUBINSIKA,15/02/1996,AEL FC (GRE),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,6,MF,MUKAU Ngalayel,Ngal’ayel,MUKAU,MUKAU,03/11/2004,Lille OSC (FRA),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,7,MF,MBUKU Nathanael,Nathanaël,MBUKU,MBUKU,16/03/2002,Montpellier HSC (FRA),170,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,8,MF,MOUTOUSSAMY Samuel,Samuel Alain,MOUTOUSSAMY,MOUTOUSSAMY,12/08/1996,Atromitos FC (GRE),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,9,FW,CIPENGA Brian,Kibambe Brian,CIPENGA,CIPENGA,11/03/1998,CD Castellón (ESP),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,10,MF,BONGONDA Theo,Theo Mbulofeko Batombo,BONGONDA,BONGONDA,20/11/1995,FC Spartak Moscow (RUS),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,11,FW,KAKUTA Gael,Mambenga Gaël Roméo,KAKUTA,KAKUTA,21/06/1991,AEL FC (GRE),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,12,DF,KAYEMBE Joris,Joris,KAYEMBE-DITU,J. KAYEMBE,08/08/1994,KRC Genk (BEL),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,13,FW,ELIA Meschack,Meschack Lina,ELIA,ELIA,06/08/1997,Alanyaspor (TUR),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,14,MF,SADIKI Noah,Noah Junior,SADIKI,SADIKI,17/12/2004,Sunderland AFC (ENG),165,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,15,MF,TSHIBOLA Aaron,Tshibola,AARON,TSHIBOLA,02/01/1995,Kilmarnock FC (SCO),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,16,GK,FAYULU Timothy,Timothy Bruce Munzoko,FAYULU,FAYULU,24/07/1999,FC Noah (ARM),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,17,FW,BAKAMBU Cedric,Cedric,BAKAMBU,BAKAMBU,11/04/1991,Real Betis (ESP),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,18,MF,PICKEL Charles,Charles Monginda,PICKEL,PICKEL,15/05/1997,RCD Espanyol (ESP),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,19,FW,MAYELE Fiston,Mayele Fiston,KALALA,MAYELE,24/06/1994,Pyramids FC (EGY),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,20,FW,WISSA Yoane,Yoane,WISSA,WISSA,03/09/1996,Newcastle United FC (ENG),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,21,GK,EPOLO Matthieu,Matthieu Luka,EPOLO,EPOLO,15/01/2005,Standard Liège (BEL),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,22,DF,MBEMBA Chancel,Mangulu Chancel,MBEMBA,MBEMBA,08/08/1994,Lille OSC (FRA),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,23,FW,BANZA Simon,Simon Bokote,BANZA,BANZA,13/08/1996,Al Jazira (UAE),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,24,DF,KALULU Gedeon,Gédéon Tchingoma Kyatengwa,KALULU,G. KALULU,29/08/1997,Aris Limassol FC (CYP),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,25,MF,KAYEMBE Edo,Edo Kayembe,KAYEMBE,KAYEMBE,03/06/1998,Watford FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
COD,Congo DR,26,DF,MASUAKU Arthur,Arthur Fuka,MASUAKU KAWELA,MASUAKU,07/11/1993,RC Lens (FRA),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,11,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,1,GK,FOFANA Yahia,Yahia,FOFANA,Y. FOFANA,21/08/2000,Çaykur Rizespor (TUR),194,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,2,DF,DIOMANDE Ousmane,Ousmane,DIOMANDE,O. DIOMANDE,04/12/2003,Sporting CP (POR),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,3,DF,KONAN Ghislain,N'clomande Ghislain,KONAN,G. KONAN,27/12/1995,Gil Vicente FC (POR),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,4,MF,SERI Jean Michael,Jean Michael,SERI,SERI,19/07/1991,NK Maribor (SVN),168,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,5,DF,SINGO Wilfried,Wilfried Stephane,SINGO,SINGO,25/12/2000,Galatasaray SK (TUR),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,6,MF,FOFANA Seko,Seko Mohamed,FOFANA,FOFANA,07/05/1995,FC Porto (POR),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,7,DF,KOSSOUNOU Odilon,Kouakou Odilon Dorgeless,KOSSOUNOU,KOSSOUNOU,04/01/2001,Atalanta Bergamo (ITA),191,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,8,MF,KESSIE Franck,Franck Yannick,KESSIE,KESSIE,19/12/1996,Al Ahli FC (KSA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,9,FW,BONNY Ange-Yoan,Ange-Yoan Laurent,BONNY,BONNY,25/10/2003,FC Internazionale Milano (ITA),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,10,FW,ADINGRA Simon,Simon,ADINGRA,ADINGRA,01/01/2002,AS Monaco (FRA),175,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,11,FW,DIOMANDE Yan,Yan,DIOMANDE,YAN DIOMANDE,14/11/2006,RB Leipzig (GER),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,12,FW,WAHI Elye,Sepe Elye Delmas,WAHI,WAHI,02/01/2003,OGC Nice (FRA),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,13,DF,OPERI Christopher,Christopher Tea Domoraud,OPERI,OPERI,29/04/1997,Başakşehir FK (TUR),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,14,FW,DIAKITE Oumar,Oumar,DIAKITE,DIAKITE,20/12/2003,Cercle Brugge (BEL),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,15,FW,DIALLO Amad,Amad,DIALLO,AMAD,11/07/2002,Manchester United FC (ENG),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,16,GK,KONE Mohamed,Mohamed,KONE,KONE,07/03/2002,Sporting Charleroi (BEL),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,17,DF,DOUE Guela,Guela Maho-Lewis,DOUE,G. DOUE,17/10/2002,RC Strasbourg (FRA),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,18,MF,SANGARE Ibrahim,Ibrahim,SANGARE,SANGARE,02/12/1997,Nottingham Forest FC (ENG),191,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,19,FW,PEPE Nicolas,Nicolas,PEPE,PEPE,29/05/1995,Villarreal CF (ESP),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,20,DF,AGBADOU Emmanuel,Badobre Emmanuel Elysee Djedje,AGBADOU,AGBADOU,17/06/1997,Beşiktaş JK (TUR),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,21,DF,NDICKA Evan,Obite Evan,NDICKA,NDICKA,20/08/1999,AS Roma (ITA),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,22,FW,GUESSAND Evann,Evann Ludovic Vidjannagni,GUESSAND,GUESSAND,01/07/2001,Crystal Palace FC (ENG),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,23,GK,LAFONT Alban,Alban-Marc,LAFONT,LAFONT,23/01/1999,Panathinaikos FC (GRE),196,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,24,FW,TOURE Bazoumana,Bazoumana,TOURE,TOURE,02/03/2006,TSG Hoffenheim (GER),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,25,MF,GUIAGON Parfait,Parfait,GUIAGON,GUIAGON,22/02/2001,Sporting Charleroi (BEL),165,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CIV,Côte D'Ivoire,26,MF,OULAI Christ Inao,Christ Ravynel Inao,OULAI,INAO,06/04/2006,Trabzonspor (TUR),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,1,GK,LIVAKOVIC Dominik,Dominik,LIVAKOVIĆ,LIVAKOVIĆ,09/01/1995,GNK Dinamo Zagreb (CRO),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,2,DF,STANISIC Josip,Josip,STANIŠIĆ,STANIŠIĆ,02/04/2000,FC Bayern München (GER),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,3,DF,PONGRACIC Marin,Marin,PONGRAČIĆ,PONGRAČIĆ,11/09/1997,ACF Fiorentina (ITA),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,4,DF,GVARDIOL Josko,Joško,GVARDIOL,GVARDIOL,23/01/2002,Manchester City FC (ENG),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,5,DF,CALETA-CAR Duje,Duje,ĆALETA-CAR,ĆALETA-CAR,17/09/1996,Real Sociedad (ESP),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,6,DF,SUTALO Josip,Josip,ŠUTALO,ŠUTALO,28/02/2000,AFC Ajax (NED),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,7,MF,MORO Nikola,Nikola,MORO,MORO,12/03/1998,Bologna FC (ITA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,8,MF,KOVACIC Mateo,Mateo,KOVAČIĆ,KOVAČIĆ,06/05/1994,Manchester City FC (ENG),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,9,FW,KRAMARIC Andrej,Andrej,KRAMARIĆ,KRAMARIĆ,19/06/1991,TSG Hoffenheim (GER),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,10,MF,MODRIC Luka,Luka,MODRIĆ,MODRIĆ,09/09/1985,AC Milan (ITA),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,11,FW,BUDIMIR Ante,Ante,BUDIMIR,BUDIMIR,22/07/1991,CA Osasuna (ESP),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,12,GK,PANDUR Ivor,Ivor,PANDUR,PANDUR,25/03/2000,Hull City FC (ENG),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,13,MF,VLASIC Nikola,Nikola,VLAŠIĆ,VLAŠIĆ,04/10/1997,Torino FC (ITA),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,14,FW,PERISIC Ivan,Ivan,PERIŠIĆ,PERIŠIĆ,02/02/1989,PSV Eindhoven (NED),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,15,MF,PASALIC Mario,Mario,PAŠALIĆ,PAŠALIĆ,09/02/1995,Atalanta Bergamo (ITA),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,16,MF,BATURINA Martin,Martin,BATURINA,BATURINA,16/02/2003,Como (ITA),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,17,MF,SUCIC Petar,Petar,SUČIĆ,P. SUČIĆ,25/10/2003,FC Internazionale Milano (ITA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,18,DF,JAKIC Kristijan,Kristijan,JAKIĆ,JAKIĆ,14/05/1997,FC Augsburg (GER),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,19,MF,FRUK Toni,Toni,FRUK,FRUK,09/03/2001,HNK Rijeka (CRO),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,20,FW,MATANOVIC Igor,Igor,MATANOVIĆ,MATANOVIĆ,31/03/2003,SC Freiburg (GER),194,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,21,MF,SUCIC Luka,Luka,SUČIĆ,SUČIĆ,08/09/2002,Real Sociedad (ESP),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,22,DF,VUSKOVIC Luka,Luka,VUŠKOVIĆ,VUŠKOVIĆ,24/02/2007,Hamburger SV (GER),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,23,GK,KOTARSKI Dominik,Dominik,KOTARSKI,KOTARSKI,10/02/2000,FC København (DEN),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,24,FW,PASALIC Marco,Marco,PAŠALIĆ,M. PAŠALIĆ,14/09/2000,Orlando City SC (USA),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,25,DF,ERLIC Martin,Martin,ERLIĆ,ERLIĆ,24/01/1998,FC Midtjylland (DEN),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CRO,Croatia,26,FW,MUSA Petar,Petar,MUSA,MUSA,04/03/1998,FC Dallas (USA),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,1,GK,ROOM Eloy,Eloy Victor,ROOM,ROOM,06/02/1989,Miami FC (USA),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,2,DF,SAMBO Shurandy,Shurandy Ruggerio,SAMBO,SAMBO,19/08/2001,Sparta Rotterdam (NED),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,3,DF,GAARI Jurien,Juriën Godfried Juan,GAARI,GAARI,23/12/1993,Abha Club (KSA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,4,DF,VAN EIJMA Roshon,Roshon Felix Romar Jordan,VAN EIJMA,VAN EIJMA,09/06/1998,RKC Waalwijk (NED),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,5,DF,FLORANUS Sherel,Sherel Constancio,FLORANUS,FLORANUS,23/08/1998,PEC Zwolle (NED),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,6,MF,ROEMERATOE Godfried,Godfried,ROEMERATOE,ROEMERATOE,19/08/1999,RKC Waalwijk (NED),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,7,MF,BACUNA Juninho,Juninho Gracielo,BACUNA,J. BACUNA,07/08/1997,FC Volendam (NED),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,8,MF,COMENENCIA Livano,Livano Shyron Liomar,COMENENCIA,COMENENCIA,03/02/2004,FC Zürich (SUI),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,9,FW,LOCADIA Juergen,Jürgen Leonardo,LOCADIA,LOCADIA,07/11/1993,Miami FC (USA),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,10,MF,BACUNA Leandro,Leandro Jones Johan,BACUNA,L. BACUNA,21/08/1991,Iğdır FK (TUR),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,11,FW,ANTONISSE Jeremy,Jeremy Cornelis Jacobus,ANTONISSE,ANTONISSE,29/03/2002,AE Kisia FC (GRE),164,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,12,FW,HANSEN Sontje,Misjonne Juniffer Naigelino,HANSEN,HANSEN,18/05/2002,Middlesbrough FC (ENG),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,13,FW,NOSLIN Tyrese,Tyrese Yurvencey,NOSLIN,NOSLIN,11/09/2002,SC Telstar (NED),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,14,FW,GORRE Kenji,Kenji Joel,GORRE,GORRE,29/09/1994,Maccabi Haifa FC (ISR),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,15,MF,MARTHA Arjany,Ar'jany Jainel Archenir,MARTHA,MARTHA,04/09/2003,Rotherham United FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,16,FW,MARGARITHA Jearl,Jearl Erwin,MARGARITHA,MARGARITHA,10/04/2000,SK Beveren (BEL),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,17,FW,KUWAS Brandley,Brandley Mack-Olien,KUWAS,KUWAS,19/09/1992,FC Volendam (NED),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,18,DF,OBISPO Armando,Armando Maria,OBISPO,OBISPO,05/03/1999,PSV Eindhoven (NED),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,19,FW,KASTANEER Gervane,Gervane Zjandric Adonnis,KASTANEER,KASTANEER,09/06/1996,Terengganu FC (MAS),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,20,DF,BRENET Joshua,Joshua Benjamin,BRENET,BRENET,20/03/1994,Kayserispor (TUR),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
CUW,Curaçao,21,MF,CHONG Tahith,Tahith Jose Girigorio Djorkaef,CHONG,CHONG,04/12/1999,Sheeld United FC (ENG),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14,pdfplumber_extract_table_header_mapped_v2
